anchor_id,anchor_type,token_mint,source_row_id,anchor_block_time,lookback_start_time,lookback_end_time,trade_count_300s,volume_usd_300s,volume_usd_60s,volume_usd_30s,volume_usd_10s,buy_usd_300s,sell_usd_300s,project_count,first_trade_time,last_trade_before_anchor,volume_accel_60_300,volume_accel_30_300,volume_accel_10_300,buy_pressure_300s,crescendo_broad_30_p80,crescendo_strict_30_p90,crescendo_fast_10_p90,crescendo_or_30p90_10p90,crescendo_plus_buy_pressure
control_527:-60s,control,HbugFhaL4ijduGiHcY4uT6CNgX58Qac9djsAFo7Dpump,527,1.779303823e+09,1.779303523e+09,1.779303823e+09,12,557.57558236225,0.4350404485,0.4350404485,<nil>,35.81680559625,521.758776766,1,2026-05-20 18:59:04.000 UTC,2026-05-20 19:03:21.000 UTC,0.0007802358321662651,0.0007802358321662651,0,0.0642366823965047,0,0,0,0,0
control_432:-60s,control,H3pH7frVidjqQTpBpZtDhvuMZu97VkBGPHkngYegpump,432,1.779312187e+09,1.779311887e+09,1.779312187e+09,123,6206.02168775888,2254.6305257447993,1376.397645357,72.8399961807,1050.7080636025803,5155.3136241563,1,2026-05-20 21:18:08.000 UTC,2026-05-20 21:23:04.000 UTC,0.36329723600418035,0.22178421452697905,0.011736987049912162,0.16930460711651368,1,0,0,0,0
control_417:-120s,control,63knyuTr92E4CFmk9dN5u5hXnzY6NfEpPwZKK5wFpump,417,1.779312999e+09,1.779312699e+09,1.779312999e+09,4,29.749273283039997,<nil>,<nil>,<nil>,<nil>,29.749273283039997,1,2026-05-20 21:32:34.000 UTC,2026-05-20 21:33:46.000 UTC,0,0,0,0,0,0,0,0,0
control_344:-300s,control,D9jsvBrZWPhrqytgmXzabK8727CkWmQCxaLT1Bkvpump,344,1.779320061e+09,1.779319761e+09,1.779320061e+09,2,86.7913495964,<nil>,<nil>,<nil>,84.135193949,2.6561556474000003,1,2026-05-20 23:31:41.000 UTC,2026-05-20 23:32:24.000 UTC,0,0,0,0.969396078529119,0,0,0,0,0
control_292:-120s,control,FjGZibcd8DBzxoL3H2srMayap1h7S5Q5NuPoaJcVpump,292,1.779324236e+09,1.779323936e+09,1.779324236e+09,2,330.342678432,<nil>,<nil>,<nil>,10.3840880256,319.9585904064,1,2026-05-21 00:42:32.000 UTC,2026-05-21 00:42:33.000 UTC,0,0,0,0.03143429143000526,0,0,0,0,0
control_244:-120s,control,CMeG1SqswRBLUpujJWCQ7BgazaWKqRwKK4FftCo5pump,244,1.779329129e+09,1.779328829e+09,1.779329129e+09,68,2270.6410905069197,1282.1692604277198,544.56808632996,496.7049464176799,386.72726544911995,1883.9138250577998,1,2026-05-21 02:00:34.000 UTC,2026-05-21 02:05:24.000 UTC,0.5646727991439088,0.23983010287565323,0.21875097235503244,0.17031633359668624,1,0,1,1,0
control_116:-120s,control,V5g6kX7drKeKR6TFbcrVhJyaqgoGzW41F657XAQpump,116,1.779347222e+09,1.779346922e+09,1.779347222e+09,305,14100.52560395832,1196.6582389216496,287.78125802819994,160.75998672014998,2603.00505285513,11497.520551103196,2,2026-05-21 07:02:02.000 UTC,2026-05-21 07:07:00.000 UTC,0.0848662150995082,0.02040925750650129,0.011400992504493676,0.18460340599817143,0,0,0,0,0
control_97:-300s,control,V5g6kX7drKeKR6TFbcrVhJyaqgoGzW41F657XAQpump,97,1.779349865e+09,1.779349565e+09,1.779349865e+09,23,551.1226624555799,14.020458751049999,0.1732987188,0.1732987188,125.49442054193999,425.62824191364,1,2026-05-21 07:46:27.000 UTC,2026-05-21 07:51:04.000 UTC,0.025439815319116984,0.0003144467295680619,0.0003144467295680619,0.22770687741779214,0,0,0,0,0
control_977:-60s,control,c3qwdDG9o1nroeAM6JKzc5jMW8Cwz2AVpoCkCxzpump,977,1.77925893e+09,1.77925863e+09,1.77925893e+09,124,11487.452642250504,2324.2319208265003,1373.3576988584998,14.33318603025,3215.7094108338006,8271.7432314167,1,2026-05-20 06:30:30.000 UTC,2026-05-20 06:35:27.000 UTC,0.20232787835642912,0.11955284967246191,0.0012477253640666142,0.2799323323437713,0,0,0,0,0
control_974:-300s,control,c3qwdDG9o1nroeAM6JKzc5jMW8Cwz2AVpoCkCxzpump,974,1.779259026e+09,1.779258726e+09,1.779259026e+09,120,11926.275192499796,1484.45686023375,575.917266288,0.48264243599999995,3484.7036906991502,8441.571501800649,1,2026-05-20 06:32:08.000 UTC,2026-05-20 06:37:04.000 UTC,0.1244694455119815,0.04828978511666268,4.046883274197165e-05,0.29218709399650716,0,0,0,0,0
control_963:-120s,control,G36rGCuPY5CPNrnmFkVJPQwBjEmsMaD2TE5crhspump,963,1.779261494e+09,1.779261194e+09,1.779261494e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_940:-300s,control,TVya11rtzmN8diAFUqf3us4Zk9diMQ68D3TzvCwpump,940,1.77926458e+09,1.77926428e+09,1.77926458e+09,57,2044.3604388298497,616.84924428024,174.59256308477998,2.9147202601199997,679.0874051300999,1365.27303369975,1,2026-05-20 08:04:41.000 UTC,2026-05-20 08:09:39.000 UTC,0.3017321371339547,0.08540204543613318,0.001425736971210579,0.3321759667384268,0,0,0,0,0
control_892:-60s,control,FCBZzo5unTuBpQWGkC3g58PVKC6xtWDwQuijFed6pump,892,1.779270409e+09,1.779270109e+09,1.779270409e+09,8,265.54640440365,13.492173263700002,13.492173263700002,<nil>,43.3655833344,222.18082106925002,1,2026-05-20 09:42:31.000 UTC,2026-05-20 09:46:29.000 UTC,0.05080909792019217,0.05080909792019217,0,0.1633069874615253,0,0,0,0,0
control_845:-120s,control,9krrzf5aUpHBE4D2Mc1cmwUN18pkzDEwojWegZgjpump,845,1.77927642e+09,1.77927612e+09,1.77927642e+09,2,11.727261981349999,3.3261059149,3.3261059149,<nil>,8.40115606645,3.3261059149,1,2026-05-20 11:25:25.000 UTC,2026-05-20 11:26:48.000 UTC,0.28362169449182123,0.28362169449182123,0,0.7163783055081788,1,0,0,0,1
control_795:-60s,control,c3qwdDG9o1nroeAM6JKzc5jMW8Cwz2AVpoCkCxzpump,795,1.779281053e+09,1.779280753e+09,1.779281053e+09,18,406.44213496043994,130.37935797647998,39.95458846848,39.95458846848,106.14509656985999,300.2970383905799,1,2026-05-20 12:39:20.000 UTC,2026-05-20 12:44:11.000 UTC,0.3207820911313,0.09830326393785152,0.09830326393785152,0.2611567242657835,0,0,1,1,0
control_714:-300s,control,BZc7pBRKZK16vkM8RRCV212eDt5juvx2wRSj3TdSpump,714,1.779288272e+09,1.779287972e+09,1.779288272e+09,1,5.0142855840600005,5.0142855840600005,5.0142855840600005,5.0142855840600005,5.0142855840600005,<nil>,1,2026-05-20 14:44:28.000 UTC,2026-05-20 14:44:28.000 UTC,1,1,1,1,1,1,1,1,1
control_647:-120s,control,28Q3ToLkJvVKEPP8dyv1hBGePQ23XceKCKtSzwSnViRL,647,1.779293269e+09,1.779292969e+09,1.779293269e+09,18,1132.02058834906,570.2077836038701,555.95594432193,9.56537990016,121.97233359310998,1010.0482547559501,1,2026-05-20 16:03:51.000 UTC,2026-05-20 16:07:44.000 UTC,0.5037079620923341,0.49111822703925967,0.00844982856196119,0.10774745163512843,1,1,0,1,0
control_628:-120s,control,26tp32gxAvP6i5cXFeDBokiB2YcmmpYWeTEdbvzhpump,628,1.779294717e+09,1.779294417e+09,1.779294717e+09,20,592.1174645372699,72.95575854600001,<nil>,<nil>,90.90136667888999,501.21609785837995,1,2026-05-20 16:27:10.000 UTC,2026-05-20 16:31:15.000 UTC,0.12321163099455906,0,0,0.15351914463446523,0,0,0,0,0
entry_627,entry,7sU1iQqUN7gTgkNh4ZRtRHxP98GkPYYWM16qAC6upump,627,1.779294854e+09,1.779294554e+09,1.779294854e+09,11,479.73923889768,439.98349262472,439.98349262472,439.98349262472,163.49679659556,316.24244230212,1,2026-05-20 16:31:38.000 UTC,2026-05-20 16:34:12.000 UTC,0.917130509557007,0.917130509557007,0.917130509557007,0.34080346850767196,1,1,1,1,0
entry_540,entry,A2LprEwUDVLQX3xVQqFAMwbzf7ZQdx9wJMJvkQBPpump,540,1.779302327e+09,1.779302027e+09,1.779302327e+09,322,160599.29921326012,47693.104436023554,29840.181097031287,14952.39069671604,3959.5766559951594,156639.72255726496,1,2026-05-20 18:33:47.000 UTC,2026-05-20 18:38:46.000 UTC,0.296969567548933,0.18580517625675597,0.09310371072579048,0.024655005815045494,1,0,1,1,0
control_534:-300s,control,12gAVNtEJ8ohG9DVWCqbZSsnYzQtLH1cXx88pYzPpump,534,1.779302614e+09,1.779302314e+09,1.779302614e+09,2,105.34414141224,<nil>,<nil>,<nil>,<nil>,105.34414141224,1,2026-05-20 18:38:56.000 UTC,2026-05-20 18:38:56.000 UTC,0,0,0,0,0,0,0,0,0
control_461:-60s,control,BZ6Jbd7tKqhkfUTQqe33EFPQ7TEWtUeLeXFr8iYcpump,461,1.779308681e+09,1.779308381e+09,1.779308681e+09,1,63.575806423479996,<nil>,<nil>,<nil>,<nil>,63.575806423479996,1,2026-05-20 20:21:20.000 UTC,2026-05-20 20:21:20.000 UTC,0,0,0,0,0,0,0,0,0
control_439:-300s,control,5nnWESCfmq6p8NmJJU5sDBUC7offJUszv7kVEM4spump,439,1.779311477e+09,1.779311177e+09,1.779311477e+09,163,10232.44037183511,1852.6667327546402,1754.6409992568601,546.0311267690399,2882.8766919348004,7349.5636799003105,1,2026-05-20 21:06:17.000 UTC,2026-05-20 21:11:16.000 UTC,0.18105815088393998,0.1714782530359548,0.05336274700138941,0.28173891927774586,1,0,0,0,0
entry_365,entry,CVgssrLtdHvu6M4UHwSHBwau5LNjJb4EytcLPEpGpump,365,1.779318482e+09,1.779318182e+09,1.779318482e+09,2,297.80599188882,257.7515401718,<nil>,<nil>,257.7515401718,40.05445171702,1,2026-05-20 23:03:30.000 UTC,2026-05-20 23:07:15.000 UTC,0.8655015251272259,0,0,0.8655015251272259,0,0,0,0,0
entry_314,entry,H9GCLgEoEWoPVExvyf5zBkD5ViGYqjVuAyU87kdspump,314,1.779323246e+09,1.779322946e+09,1.779323246e+09,9,1081.4647509842,921.8299631338,921.8299631338,<nil>,185.9236991382,895.541051846,1,2026-05-21 00:22:44.000 UTC,2026-05-21 00:27:09.000 UTC,0.8523902071656774,0.8523902071656774,0,0.17191840877753795,1,1,0,1,0
control_277:-300s,control,AUVbCiTZ9cB76JDCBQQmM67dbtUAcHfXzxMr2fE1pump,277,1.779324941e+09,1.779324641e+09,1.779324941e+09,3,61.719235443719995,<nil>,<nil>,<nil>,<nil>,61.719235443719995,1,2026-05-21 00:51:55.000 UTC,2026-05-21 00:51:56.000 UTC,0,0,0,0,0,0,0,0,0
control_211:-120s,control,A5KUU1cDCLGaV5FGxe4pb1nvKLu4XwynTVzyLmLapump,211,1.779334067e+09,1.779333767e+09,1.779334067e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_206:-60s,control,FNGuieiZxaS1jbB6hUZCoYm8JQKJ5e2YEn7BoYHDpump,206,1.779334622e+09,1.779334322e+09,1.779334622e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_149:-120s,control,EtcnHo3PSSS7bNGxXDWPWNXsZB5tQjaexoPePSDZpump,149,1.779341658e+09,1.779341358e+09,1.779341658e+09,474,17533.540149888235,3027.765479157899,1806.0817808428196,251.04467371698,2514.9414640355403,15018.59868585269,1,2026-05-21 05:29:19.000 UTC,2026-05-21 05:34:17.000 UTC,0.17268420714097482,0.10300725155349373,0.014317968394909697,0.14343603416858017,0,0,0,0,0
entry_107,entry,4tR7PbUjuB45RSb1TkXGpCKVTSEm6PRpTVdj6bYtpump,107,1.779348443e+09,1.779348143e+09,1.779348443e+09,32,5456.667544038759,3518.24809173984,3348.76541303484,1191.6680368992,1290.4412088591,4166.226335179661,2,2026-05-21 07:22:45.000 UTC,2026-05-21 07:27:15.000 UTC,0.6447613059335854,0.6137015652883715,0.21838750982750646,0.23648888235253893,1,1,1,1,0
control_51:-60s,control,8A2CwFDPjpde8fctaNq3J3omwQeWEkD7XCH6ZD7Kpump,51,1.779358224e+09,1.779357924e+09,1.779358224e+09,2,28.87002307356,28.87002307356,<nil>,<nil>,25.92818477282,2.94183830074,1,2026-05-21 10:09:27.000 UTC,2026-05-21 10:09:53.000 UTC,1,0,0,0.8981005905937699,0,0,0,0,0
control_842:-300s,control,B9NUSeq3r4KbNryzXrBY61wLsn8LyMFhVAex9HM8pump,842,1.779276748e+09,1.779276448e+09,1.779276748e+09,4,238.50652484232,193.45037739102003,<nil>,<nil>,194.17874246388004,44.32778237844,1,2026-05-20 11:30:43.000 UTC,2026-05-20 11:31:54.000 UTC,0.8110905037877382,0,0,0.8141443618460933,0,0,0,0,0
control_820:-60s,control,DjwnGiLwLqxJnyCtkCa5DnB3FNRKLAm8j26ia6AJpump,820,1.779278608e+09,1.779278308e+09,1.779278608e+09,17,1061.3335120495003,35.21060919968,35.21060919968,<nil>,306.87239699171,754.4611150577902,1,2026-05-20 11:58:46.000 UTC,2026-05-20 12:03:13.000 UTC,0.0331758196645333,0.0331758196645333,0,0.2891385163171947,0,0,0,0,0
entry_777,entry,FrdeG3eyXp3RLrZVJh7KpPx4UbG8mADdh6qyWYrdpump,777,1.779283128e+09,1.779282828e+09,1.779283128e+09,9,1937.42037817812,391.04685753660004,391.04685753660004,391.04685753660004,365.85200671641,1571.5683714617098,1,2026-05-20 13:17:40.000 UTC,2026-05-20 13:18:41.000 UTC,0.2018389307458025,0.2018389307458025,0.2018389307458025,0.18883460235947555,1,0,1,1,0
control_760:-60s,control,EnqCw742Nbk3dHn4aZhHiLjo6awAhpd5gSzrunb7pump,760,1.7792849e+09,1.7792846e+09,1.7792849e+09,8,1610.07163698235,1422.3683278044998,15.24386858398,<nil>,25.292215415900003,1584.7794215664499,1,2026-05-20 13:43:34.000 UTC,2026-05-20 13:48:04.000 UTC,0.883419280939791,0.009467820085664366,0,0.01570875160766357,0,0,0,0,0
control_600:-300s,control,F5LqvQjj6znWSJ6HXDXvV3HEDqrCzUuu4eNN6tEApump,600,1.779296725e+09,1.779296425e+09,1.779296725e+09,31,1501.9716214656003,418.40217567359997,0.9026278848,<nil>,315.18692654399996,1186.7846949216005,1,2026-05-20 17:00:56.000 UTC,2026-05-20 17:04:58.000 UTC,0.2785686291897644,0.0006009620101338731,0,0.2098487894441344,0,0,0,0,0
control_595:-300s,control,Ef2j3wE18ZoFFqqjGisE2JuNAATHXQ5HSDjAB2Jwpump,595,1.77929725e+09,1.77929695e+09,1.77929725e+09,1371,71192.10171389925,13453.64285120729,4608.1460381473,1884.8767230401002,26359.61051348492,44832.49120041446,2,2026-05-20 17:10:07.000 UTC,2026-05-20 17:14:09.000 UTC,0.1889766213852436,0.06472833259883413,0.026475924683539785,0.37026032212697735,0,0,0,0,0
control_433:-60s,control,BcksXJLnu4cNzGx2KfmKKjqdYNRdUs3KaJyoEohvpump,433,1.779312151e+09,1.779311851e+09,1.779312151e+09,39,1904.08553652645,146.6990792799,146.6990792799,58.42542054929999,321.7289453922,1582.3565911342498,1,2026-05-20 21:19:20.000 UTC,2026-05-20 21:22:23.000 UTC,0.07704437456497752,0.07704437456497752,0.03068424155769979,0.1689676956315302,0,0,0,0,0
control_410:-300s,control,3y3X6Bk6zpZpaFJ1KYJ7b33HbFM7ip5TqQPYLWJhpump,410,1.779313482e+09,1.779313182e+09,1.779313482e+09,3,481.2900358649,<nil>,<nil>,<nil>,<nil>,481.2900358649,1,2026-05-20 21:41:12.000 UTC,2026-05-20 21:43:21.000 UTC,0,0,0,0,0,0,0,0,0
control_402:-60s,control,4eiF6wayWkxe4Tp2FgAv76VMgzta3pgGdq4etubppump,402,1.779314509e+09,1.779314209e+09,1.779314509e+09,27,676.3228876169298,150.54186406831002,<nil>,<nil>,14.721735842300001,661.6011517746299,2,2026-05-20 21:57:15.000 UTC,2026-05-20 22:01:06.000 UTC,0.22258874692050512,0,0,0.021767318705083378,0,0,0,0,0
control_400:-120s,control,TjsmLrTMfXrkDjyZDAckp1P4GUvmC35okg7ztjSpump,400,1.77931452e+09,1.77931422e+09,1.77931452e+09,7,371.13068945748,0.00401757122,<nil>,<nil>,<nil>,371.13068945748,1,2026-05-20 21:57:06.000 UTC,2026-05-20 22:01:24.000 UTC,1.0825219617038133e-05,0,0,0,0,0,0,0,0
control_336:-120s,control,A5KUU1cDCLGaV5FGxe4pb1nvKLu4XwynTVzyLmLapump,336,1.779321421e+09,1.779321121e+09,1.779321421e+09,75,2587.5067786626205,254.32190533178,28.1667789007,6.16776509448,287.5750969392,2299.9316817234203,1,2026-05-20 23:52:05.000 UTC,2026-05-20 23:56:55.000 UTC,0.09828840157212221,0.010885683134425754,0.002383671086522862,0.11113984292162364,0,0,0,0,0
control_122:-120s,control,DSmMXHseRHUFc2yXFXKAWwaQNbtzbSxjD9UmJ3Pfpump,122,1.77934579e+09,1.77934549e+09,1.77934579e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_45:-300s,control,EwwHLq31hEMRki6WwEG6UiyKTHe8beoEL8LJ5EZpump,45,1.779358415e+09,1.779358115e+09,1.779358415e+09,41,1622.6713706021796,12.336646797250001,10.81944772252,10.81944772252,355.61480456904,1267.0565660331395,2,2026-05-21 10:08:47.000 UTC,2026-05-21 10:13:27.000 UTC,0.00760267730161026,0.0066676764738289925,0.0066676764738289925,0.2191539279065915,0,0,0,0,0
control_7:-60s,control,9C8NLVCpLQ4Qsy3WvYXazpu5gzWYh7KTfXAqytRhpump,7,1.779363851e+09,1.779363551e+09,1.779363851e+09,4,61.23283509398001,<nil>,<nil>,<nil>,56.62675217782,4.60608291616,1,2026-05-21 11:40:14.000 UTC,2026-05-21 11:41:53.000 UTC,0,0,0,0.9247775656787638,0,0,0,0,0
control_855:-300s,control,DF1C36v9U3nTibVB91Cw7nq1YizggBy9zXf4rVACpump,855,1.779274599e+09,1.779274299e+09,1.779274599e+09,3,27.62982314863,3.4542077601599996,<nil>,<nil>,9.79912666015,17.83069648848,1,2026-05-20 10:53:05.000 UTC,2026-05-20 10:56:05.000 UTC,0.12501736770368266,0,0,0.35465759615750125,0,0,0,0,0
control_798:-120s,control,3Yox5Fb5bup1V88342zh7KLMtg1RcQNV3PwB4Utnpump,798,1.779280867e+09,1.779280567e+09,1.779280867e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_650:-300s,control,8m5hzX9hprtWwPuVZL4daCZfggWYKc6fhSJDDpiqpump,650,1.779292802e+09,1.779292502e+09,1.779292802e+09,6,672.81535670408,284.29760249976005,<nil>,<nil>,<nil>,672.81535670408,2,2026-05-20 15:55:16.000 UTC,2026-05-20 15:59:29.000 UTC,0.42254921750366764,0,0,0,0,0,0,0,0
entry_600,entry,F5LqvQjj6znWSJ6HXDXvV3HEDqrCzUuu4eNN6tEApump,600,1.779297025e+09,1.779296725e+09,1.779297025e+09,26,1319.6010044837203,744.54361954818,239.29493290469998,22.380929809999998,144.52240097417,1175.0786035095502,1,2026-05-20 17:05:38.000 UTC,2026-05-20 17:10:16.000 UTC,0.5642187426490136,0.18133885325308732,0.016960376457697754,0.10951977187279639,1,0,0,0,0
control_559:-300s,control,TjsmLrTMfXrkDjyZDAckp1P4GUvmC35okg7ztjSpump,559,1.779299904e+09,1.779299604e+09,1.779299904e+09,11,1232.1493309054702,599.98377787523,<nil>,<nil>,609.76895485685,622.38037604862,1,2026-05-20 17:53:27.000 UTC,2026-05-20 17:57:42.000 UTC,0.486940797536545,0,0,0.4948823487237126,0,0,0,0,0
control_529:-60s,control,4NxrNxDgZpp3Lutg29NgRyT4awre1BrGhV7FDLgbpump,529,1.77930359e+09,1.77930329e+09,1.77930359e+09,6,375.59367436623995,299.14954245907995,160.88652888215998,<nil>,76.44413190716,299.14954245907995,1,2026-05-20 18:57:36.000 UTC,2026-05-20 18:59:39.000 UTC,0.7964711944732604,0.4283526051220984,0,0.20352880552673958,1,1,0,1,0
entry_498,entry,4eiF6wayWkxe4Tp2FgAv76VMgzta3pgGdq4etubppump,498,1.779305598e+09,1.779305298e+09,1.779305598e+09,540,24651.10211907378,19198.080773196227,4720.07493014926,1813.88586765517,5563.756421864883,19087.34569720891,2,2026-05-20 19:28:21.000 UTC,2026-05-20 19:33:17.000 UTC,0.7787919858699429,0.19147520899266826,0.0735823436572305,0.22570010845721683,1,0,0,0,0
control_349:-300s,control,jvKtLFLnNGPM7edS9KEpYqPxuY8HPGTZohLFM4Spump,349,1.779319836e+09,1.779319536e+09,1.779319836e+09,2,103.03244908278,<nil>,<nil>,<nil>,<nil>,103.03244908278,1,2026-05-20 23:28:56.000 UTC,2026-05-20 23:28:56.000 UTC,0,0,0,0,0,0,0,0,0
control_231:-120s,control,DF1C36v9U3nTibVB91Cw7nq1YizggBy9zXf4rVACpump,231,1.779330497e+09,1.779330197e+09,1.779330497e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_161:-300s,control,2nfsCCbzrBUzQtr9sgn6zSsyfSsaE3bFPugHCRABtz9t,161,1.779340246e+09,1.779339946e+09,1.779340246e+09,1,0.0012586866600000001,<nil>,<nil>,<nil>,<nil>,0.0012586866600000001,1,2026-05-21 05:07:46.000 UTC,2026-05-21 05:07:46.000 UTC,0,0,0,0,0,0,0,0,0
entry_104,entry,H3pH7frVidjqQTpBpZtDhvuMZu97VkBGPHkngYegpump,104,1.77934879e+09,1.77934849e+09,1.77934879e+09,36,5027.649307307131,552.07467969549,58.981989811380004,9.81875361648,2007.6360515584802,3020.0132557486504,1,2026-05-21 07:28:59.000 UTC,2026-05-21 07:33:00.000 UTC,0.10980771449056931,0.011731524258395713,0.0019529511738636048,0.3993190313892029,0,0,0,0,0
control_893:-120s,control,DjwnGiLwLqxJnyCtkCa5DnB3FNRKLAm8j26ia6AJpump,893,1.779270215e+09,1.779269915e+09,1.779270215e+09,281,13530.834593739388,2170.07237844915,1042.6349556844998,252.50006773670003,4430.0021844102,9100.832409329192,2,2026-05-20 09:38:39.000 UTC,2026-05-20 09:43:34.000 UTC,0.1603797876188085,0.07705621914607684,0.018661085980130884,0.327400512785806,0,0,0,0,0
entry_677,entry,HVppEF8EsWUF196X6777yhGyXr2cguM9aCmQ7N6Jpump,677,1.779291145e+09,1.779290845e+09,1.779291145e+09,291,12629.816125433641,2662.11477250788,1599.9571364708197,379.16167963396,2479.05184453182,10150.764280901827,3,2026-05-20 15:27:25.000 UTC,2026-05-20 15:32:19.000 UTC,0.2107801686159922,0.12668095248424574,0.03002115595890685,0.1962856640121276,0,0,0,0,0
control_614:-60s,control,DG7tq9Jy7b15MLCNKiJt2u5d1TqwUThgUxLQGNAnpump,614,1.779295986e+09,1.779295686e+09,1.779295986e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_459:-60s,control,9C8NLVCpLQ4Qsy3WvYXazpu5gzWYh7KTfXAqytRhpump,459,1.779309387e+09,1.779309087e+09,1.779309387e+09,328,15460.314139065438,1421.0205989123704,646.50586995846,36.48684267063,9062.534325719726,6397.779813345708,1,2026-05-20 20:31:28.000 UTC,2026-05-20 20:36:26.000 UTC,0.09191408312472167,0.04181712377530905,0.0023600324251131675,0.5861804775894126,0,0,0,0,0
control_436:-60s,control,7pwmwCfPK1o959SX3QQgLABmMEi2pndjmu7fB219pump,436,1.779311903e+09,1.779311603e+09,1.779311903e+09,125,6476.74808033405,3147.32630167999,1888.9545548744395,191.32388442513,1115.5328621617796,5361.21521817227,2,2026-05-20 21:13:27.000 UTC,2026-05-20 21:18:22.000 UTC,0.4859423683988124,0.2916516948698448,0.029540115201649484,0.17223656815508626,1,0,0,0,0
entry_398,entry,55NRapWGMmbVkAbqSxxj11zZraFiUUV7t6zC8c4Apump,398,1.77931496e+09,1.77931466e+09,1.77931496e+09,7,95.73752279534,95.67400433515999,<nil>,<nil>,95.67400433515999,0.06351846018,1,2026-05-20 22:06:06.000 UTC,2026-05-20 22:08:46.000 UTC,0.9993365353695668,0,0,0.9993365353695668,0,0,0,0,0
control_299:-60s,control,2epNRbhDPhPV8g9XPL6cw5i22MTP59xtJWCevdP7pump,299,1.779323986e+09,1.779323686e+09,1.779323986e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_269:-300s,control,67ScNH8sE59jEtG64y2rSy18rZijvZNpxo76CF3jpump,269,1.779326156e+09,1.779325856e+09,1.779326156e+09,2,32.6373716226,<nil>,<nil>,<nil>,<nil>,32.6373716226,1,2026-05-21 01:13:17.000 UTC,2026-05-21 01:13:17.000 UTC,0,0,0,0,0,0,0,0,0
control_195:-300s,control,GXyYU3xEYDFsoaQDeMtFZtbWy92eDrYAbPUMUuX5pump,195,1.779335557e+09,1.779335257e+09,1.779335557e+09,69,3529.044891404451,<nil>,<nil>,<nil>,1460.0220320327098,2069.022859371741,2,2026-05-21 03:47:52.000 UTC,2026-05-21 03:51:21.000 UTC,0,0,0,0.4137159137841588,0,0,0,0,0
control_190:-300s,control,ERAC8ACjnW8BCQcss3R4snEdNoTVvE7cKrrWQqXkpump,190,1.779336293e+09,1.779335993e+09,1.779336293e+09,1,8.77409571621,8.77409571621,8.77409571621,8.77409571621,8.77409571621,<nil>,1,2026-05-21 04:04:47.000 UTC,2026-05-21 04:04:47.000 UTC,1,1,1,1,1,1,1,1,1
control_138:-300s,control,EwwHLq31hEMRki6WwEG6UiyKTHe8beoEL8LJ5EZpump,138,1.779343153e+09,1.779342853e+09,1.779343153e+09,175,8602.732171249409,2060.0065474050602,1110.3552912981004,676.6408215223801,1148.4149478125703,7454.317223436841,1,2026-05-21 05:54:13.000 UTC,2026-05-21 05:59:11.000 UTC,0.23945957009909766,0.12907007555215325,0.0786541773070344,0.1334942114844174,0,0,0,0,0
control_99:-60s,control,GXyYU3xEYDFsoaQDeMtFZtbWy92eDrYAbPUMUuX5pump,99,1.779349829e+09,1.779349529e+09,1.779349829e+09,20,385.93533243171,5.10174280515,5.10174280515,<nil>,<nil>,385.93533243171,1,2026-05-21 07:45:35.000 UTC,2026-05-21 07:50:18.000 UTC,0.013219164912952708,0.013219164912952708,0,0,0,0,0,0,0
entry_82,entry,EwwHLq31hEMRki6WwEG6UiyKTHe8beoEL8LJ5EZpump,82,1.779353077e+09,1.779352777e+09,1.779353077e+09,30,1549.8225060732498,1027.8264295399997,889.5090871947499,588.36187608875,164.585777853,1385.2367282202501,2,2026-05-21 08:39:39.000 UTC,2026-05-21 08:44:33.000 UTC,0.663189768836291,0.5739425538789464,0.37963177962841,0.10619653360823054,1,1,1,1,0
control_56:-60s,control,HWPWagjKcEfcHz6xU6C7ccaE9o54VTZK3K52GtfGpump,56,1.779356881e+09,1.779356581e+09,1.779356881e+09,2,123.64294350539998,<nil>,<nil>,<nil>,<nil>,123.64294350539998,1,2026-05-21 09:43:47.000 UTC,2026-05-21 09:43:47.000 UTC,0,0,0,0,0,0,0,0,0
